"41580311";"0001";"54";"1";"MARGO SOPAS, CALDOS E REFEICOES";"02";"20210414";"00";"";"";"20210414";"5611201";"";"RUA";"DONA JUSTINA";"25";"CASA 1";"KENNEDY";"26020800";"RJ";"5869";"21";"37453453";"";"";"";"";"MARGARETHROMUALDOO@GMAIL.COM";"";""
"41580321";"0001";"90";"1";"PONTO DA SOLDA";"02";"20210414";"00";"";"";"20210414";"2539001";"";"RUA";"43 (CONJ JEREISSATI III)";"174";"CASA A";"SENADOR CARLOS JEREISSATI";"61814096";"CE";"1495";"85";"88510678";"";"";"";"";"MAKSUELADRIEN4@GMAIL.COM";"";""
"41580332";"0001";"70";"1";"NOGG - ESTUDIO CRIATIVO";"08";"20220202";"01";"";"";"20210414";"5912099";"";"RUA";"AMARO DUARTE";"408";"APT 901;ANDAR 9";"NOVA BETANIA";"59612060";"RN";"1759";"84";"98161810";"";"";"";"";"CAIUBI.GABRIEL@ICLOUD.COM";"";""
"41580345";"0001";"49";"1";"";"02";"20210414";"00";"";"";"20210414";"8219999";"";"RUA";"DOUTOR MANOEL RODRIGUES MONTEIRO";"560";"";"VICENTE PINZON";"60181805";"CE";"1389";"85";"85451668";"";"";"";"";"CRISPAULALLAMEU@GMAIL.COM";"";""
"41580353";"0001";"95";"1";"SHIVA DEVA SARMENTO";"02";"20210414";"00";"";"";"20210414";"4789003";"4789099,4781400,8599699,4789001,5611203,8230001,8230002";"RUA";"QUINZE DE NOVEMBRO";"189";"";"VARADOURO";"53020070";"PE";"2491";"81";"85135811";"";"";"";"";"SHIVAGANESHA21@HOTMAIL.COM";"";""
"41580365";"0001";"10";"1";"MERCADO ALIANCA";"02";"20210414";"00";"";"";"20210414";"4729699";"4789099,4723700,4721103,4772500";"RUA";"RUA DO COITE";"27";"";"BANDIACU";"48730000";"BA";"3467";"22";"99057243";"";"";"";"";"NEIALOPESOLIVEIRA@HOTMAIL.COM";"";""
"41580379";"0001";"33";"1";"ATELIE RAYANNA BARROS";"02";"20210414";"00";"";"";"20210414";"4781400";"4789001,4713002,4772500,1359600,8230001";"AVENIDA";"DUQUE DE CAXIAS";"554";"";"MARCO";"66093026";"PA";"0427";"91";"84617623";"";"";"";"";"RAYANNA.19@ICLOUD.COM";"";""
"41580392";"0001";"92";"1";"MEU ACAI FAVORITO";"02";"20210414";"00";"";"";"20210414";"5611203";"5620104,4729699,1091102";"RUA";"RIO JANGADA";"11";"";"GRANDE TERCEIRO";"78065490";"MT";"9067";"65";"96969759";"";"";"";"";"JUHRODRIGUESC16@GMAIL.COM";"";""
"41580402";"0001";"90";"1";"RAMON RODRIGUES REZENDE";"02";"20210414";"00";"";"";"20210414";"4721103";"";"RUA";"PEDRO MACIEL OLIVEIRA";"90";"";"SANTA EUGENIA II";"35593150";"MG";"4743";"37";"98260928";"";"";"";"";"RAMONR1993@OUTLOOK.COM";"";""
"41580412";"0001";"25";"1";"";"08";"20220325";"01";"";"";"20210414";"4930201";"";"RUA";"CECILIA DAROS CASAGRANDE";"392";"APT 404";"COMERCIARIO";"88802400";"SC";"8089";"48";"98463549";"";"";"";"";"JUNIOR2394@OUTLOOK.COM";"";""
"41580423";"0001";"05";"1";"OBOLI";"02";"20210414";"00";"";"";"20210414";"5611203";"1031700,5611201,1094500,5611205,5320202,5620104,5620102,5620101,4729601,4729699,5612100,4520005,1013901";"RUA";"CARLOS GOMES";"1626";"";"MARIA LUIZA";"85819351";"PR";"7493";"45";"99988633";"";"";"";"";"SANDROOBOLI25@GMAIL.COM";"";""
"41580435";"0001";"30";"1";"RAMON TERRANOVA BRAULIO";"02";"20210414";"00";"";"";"20210414";"9521500";"";"RUA";"SALIM ABRAHAO JABUR";"100";"";"AMERICANOPOLIS";"04409010";"SP";"7107";"11";"87879880";"";"";"";"";"RAMON.TERRANOVA2016@GMAIL.COM";"";""
"41580447";"0001";"64";"1";"INSTITUTO LOTHUSS";"08";"20210518";"01";"";"";"20210414";"4785799";"4723700,5813100,9609299,8592999,1099605,5811500,4752100,8599699,5912099,4785701,4751201,8599605,4753900";"RUA";"DOUTOR BARROS CASSAL";"607";"EDIF";"FLORESTA";"90035030";"RS";"8801";"51";"97375757";"";"";"";"";"VINICIUSGEYER@HOTMAIL.COM";"";""
"37030591";"0001";"50";"1";"NANTES & NANTES";"02";"20200429";"00";"";"";"20200429";"4721102";"1031700,1091102,1093701,4330404,5611203,0161002,1091101,5620104,1092900,4520008,5612100,4322301,0159801,4399103,1622699";"RUA";"PRESIDENTE TANCREDO NEVES";"520";"CASA";"VILA CATARINA";"85710000";"PR";"7857";"46";"99731967";"";"";"";"";"NANTES.LIDI@GMAIL.COM";"";""
"41580469";"0001";"24";"1";"";"02";"20210414";"00";"";"";"20210414";"5229099";"";"RUA";"JOSE GUIOMAR";"741";"";"PARQUE DAS GREVILEAS I PARTE";"87025150";"PR";"7691";"44";"98426509";"";"";"";"";"DARIOSPEDRALLI@HOTMAIL.COM";"";""
"41580480";"0001";"94";"1";"RECANTO DAS UNHAS";"02";"20210414";"00";"";"";"20210414";"9602501";"";"RUA";"ITA GONTIJO BRAGA";"SN";"QUADRA 53 LOTE 20 CASA 1";"VIVIAM PARQUE";"75135550";"GO";"9221";"62";"81343317";"";"";"";"";"PEDROSOPRISCILA80@GMAIL.COM";"";""
"41580490";"0001";"20";"1";"I S M COMERCIO E SOLUCOES";"02";"20210414";"00";"";"";"20210414";"4789007";"4789002,4742300,4721103,4723700,1031700,4772500,5620104,4751201,7911200,8599604,4755503,4753900,4744001,4789005";"11A RUA";"RUA DO SOL";"909";"";"NOSSA SENHORA DA CONCEICAO";"65660000";"MA";"0729";"89";"99030297";"";"";"";"";"YVALDOMUNIZ@HOTMAIL.COM";"";""
"41580501";"0001";"71";"1";"";"02";"20210414";"00";"";"";"20210414";"2539001";"";"RUA";"ALFREDO HVIZDALECK";"275";"";"CENTRO";"88420000";"SC";"8003";"47";"99889987";"";"";"";"";"ADMINISTRACAO@CBOAVISTA.COM.BR";"";""
"41580512";"0001";"51";"1";"SR E SRA MANACES BEAUTY ACADEMY";"02";"20210414";"00";"";"";"20210414";"9602502";"";"RUA";"MOCAJUBA";"293";"";"JARDIM SANTA JULIA";"06867480";"SP";"6545";"11";"57966228";"";"";"";"";"RHENATTOSILVA@OUTLOOK.COM";"";""
"41580522";"0001";"97";"1";"MM ARRUDA";"08";"20210531";"01";"";"";"20210414";"4929902";"4929901";"RUA";"MATHEUS DANTAS";"12";"";"PARQUE TAIPAS";"02987183";"SP";"7107";"11";"62041998";"";"";"";"";"MARCELOBRASIL045@GMAIL.COM";"";""
"41580534";"0001";"11";"1";"JLCCARNEIRO";"02";"20210414";"00";"";"";"20210414";"2539001";"2542000,4399199";"RUA";"FLORENCA";"114";"CASA 1";"PORTO DA PEDRA";"24436150";"RJ";"5897";"21";"86592150";"";"";"";"";"JLCCARNEIRO61@HOTMAIL.COM";"";""
"41580545";"0001";"00";"1";"";"02";"20210414";"00";"";"";"20210414";"4930202";"";"RUA";"MARCIO RIBEIRO DA SILVA";"303";"BLOCO 02;APT 204";"CHACARAS TUBALINA E QUARTEL";"38413312";"MG";"5403";"34";"96876316";"";"";"";"";"LUCAS775123@GMAIL.COM";"";""
"41580567";"0001";"61";"1";"PAULO COSTA";"02";"20210414";"00";"";"";"20210414";"4772500";"";"RUA";"CASSIANO RICARDO";"560";"CONJ 1301 BLOCO01";"VARGEM GRANDE";"83321090";"PR";"5453";"41";"92627991";"";"";"";"";"KAIQUECHUVA511@GMAIL.COM";"";""
"41580566";"0001";"17";"1";"ACJB_ELTRONIX";"02";"20210414";"00";"";"";"20210414";"9001906";"4520007,3101200,4530703,4520003,4329104,4330402,3329501,1091101";"RUA";"DANIEL RIBEIRO CALADO";"19";"";"BANGU";"21852690";"RJ";"6001";"21";"24051439";"";"";"";"";"MBOMBA007@GMAIL.COM";"";""
"41580578";"0001";"41";"1";"ELETRICA LUDGREM";"02";"20210414";"00";"";"";"20210414";"4321500";"";"TRAVESSA";"MACAPA";"171";"";"SANTA CRUZ";"23550260";"RJ";"6001";"21";"66123346";"";"";"";"";"LUDGREMGIL@GMAIL.COM";"";""
"41580591";"0001";"09";"1";"SALAO DE BELEZA ADRIELE WUSTROW";"02";"20210414";"00";"";"";"20210414";"9602501";"4781400,7319002,9602502";"ESTRADA";"SAO DOMINGOS, 500MT ROD BR 116 KM 485";"2488";"";"ZONA RURAL";"96148000";"RS";"1020";"53";"91565224";"";"";"";"";"ADRIELEWUSTROW@HOTMAIL.COM";"";""
"41580601";"0001";"06";"1";"ESTHER'S DOCERIA";"08";"20210913";"01";"";"";"20210414";"5620104";"";"RUA";"VEREADOR JOAO FERREIRA DE CASTRO";"0";"CONJ AO 763";"MORIN";"25630280";"RJ";"5877";"24";"88127031";"";"";"";"";"ESTHERCFERREIRA2001@GMAIL.COM";"";""
"41580613";"0001";"22";"1";"AUTO MECANICA SANTA TERESA";"02";"20210414";"00";"";"";"20210414";"4520001";"4543900,4732600";"AVENIDA";"BADUE ELIAS ALEM";"475";"";"JARDIM SANTA TEREZA";"37410234";"MG";"5385";"35";"98760663";"";"";"";"";"DIEGOEGPC@OUTLOOK.COM";"";""
"41580625";"0001";"57";"1";"OASNAS&LENAMI BEBIDAS";"08";"20210621";"01";"";"";"20210414";"4723700";"5611203";"RUA";"ADONIRAM BARBOSA";"365";"";"PARQUE IMPERIAL";"06462000";"SP";"6213";"11";"81385099";"";"";"";"";"SAMUEL.OAS00@GMAIL.COM";"";""
"41580638";"0001";"26";"1";"RODOLFO REFRIGERACAO";"02";"20210414";"00";"";"";"20210414";"9521500";"3314707,4759801,3321000";"RUA";"JOAO DENIR BENASSI";"261";"";"NOSSA SENHORA DAS GRACAS";"88371292";"SC";"8221";"47";"99386873";"";"";"";"";"RODOLFOLEANDROKOLHER@GMAIL.COM";"";""
"41580647";"0001";"17";"1";"AMORA DOCES";"02";"20210414";"00";"";"";"20210414";"1091102";"5620104";"SERVIDAO";"CAMINHO DO LAGO";"40";"";"SAO JOAO DO RIO VERMELHO";"88060345";"SC";"8105";"48";"99130117";"";"";"";"";"CAROL.PEDROCORREA@GMAIL.COM";"";""
"41580659";"0001";"41";"1";"MADRINHA BOLOS";"02";"20210414";"00";"";"";"20210414";"1091102";"5620104,4721102,1093701,1091101";"AVENIDA";"NORDESTINA";"6552";"CASA 1";"GUAIANAZES";"08431410";"SP";"7107";"11";"38080893";"";"";"";"";"RICNUNES86@HOTMAIL.COM";"";""
"41580670";"0001";"01";"1";"ROSA VERDE";"02";"20210414";"00";"";"";"20210414";"4729699";"";"RUA";"SANTOS PEREIRA";"717";"";"CIDADE NOVA";"14401130";"SP";"6425";"16";"37073619";"";"";"";"";"ROSAVERDE_OFICIAL@HOTMAIL.COM";"";""
"41580682";"0001";"36";"1";"CERVEJARIA DRAGONS BEER";"02";"20210414";"00";"";"";"20210414";"1113502";"4729699,4781400,5611204";"ESTRADA";"SAO VICENTE";"SN";"";"SEDE";"29290000";"ES";"5687";"28";"35331560";"28";"99192205";"";"";"OTAVIOKOPPE@HOTMAIL.COM";"";""
"41580694";"0001";"60";"1";"CAOTINHO DA FELICIDADE";"02";"20210414";"00";"";"";"20210414";"9609208";"9609207";"RUA";"TERESOPOLIS";"1";"";"PE PEQUENO";"24240160";"RJ";"5865";"21";"32546918";"";"";"";"";"BRTECH2003@GMAIL.COM";"";""
"41580707";"0001";"00";"1";"CATIANE SOUSA";"02";"20210414";"00";"";"";"20210414";"5620104";"";"RUA";"CIRCULAR";"32";"CASA";"SAO GABRIEL";"31980630";"MG";"4123";"31";"93752545";"";"";"";"";"CATIANE.BH@HOTMAIL.COM";"";""
"41580718";"0001";"81";"1";"J. C . REFRIGERACAO";"08";"20220215";"01";"";"";"20210414";"4322302";"4742300,4744003,3314707,4759899,4741500,4744099";"RUA";"OITO";"13";"QUADRA 15";"VILA EMBRATEL";"65081321";"MA";"0921";"98";"81706893";"";"";"";"";"JOAOCARLOSCAMARA7812@GMAIL.COM";"";""
"41580731";"0001";"30";"1";"DELICIAS DA PRETA";"02";"20210414";"00";"";"";"20210414";"5612100";"4721102,1091102";"RUA";"EXPEDICIONARIO JAMIL DAGLI";"111";"CONJ BLOCO;CONJ B;CONJ B;CONJ B";"AGUA FRIA";"52120570";"PE";"2531";"81";"79115244";"";"";"";"";"GLEICESILVA_KK@HOTMAIL.COM";"";""
"41580743";"0001";"65";"1";"WILSON APARECIDO DA SILVA";"02";"20210414";"00";"";"";"20210414";"4520003";"4530703";"RUA";"CANDIDO ROPERO";"098";"";"JARDIM CAMPO LIMPO";"05761390";"SP";"7107";"11";"58424402";"";"";"";"";"WILSONAPARECIDODASILVASILVA5@GMAIL.COM";"";""
"41580755";"0001";"90";"1";"DEPOSITO DE GAS SAO GABRIEL";"02";"20210414";"00";"";"";"20210414";"4784900";"4723700";"TRAVESSA";"APARECIDA";"77";"";"CENTRO";"49514000";"SE";"3145";"79";"81093690";"";"";"";"";"DANIELFP.CONTABIL@GMAIL.COM";"";""
"41580768";"0001";"69";"1";"IGOR BARROS";"02";"20210414";"00";"";"";"20210414";"7420001";"7420004,5912099,7420002";"RUA";"CALUNGA";"30";"";"JARAGUA";"31270410";"MG";"4123";"31";"96652287";"";"";"";"";"IGORBARROSPH@GMAIL.COM";"";""
"41580778";"0001";"02";"1";"INFANTO VARIEDADES";"02";"20210414";"00";"";"";"20210414";"3299099";"";"RUA";"LIBANO";"102";"CONJ";"AUGUSTA";"94510580";"RS";"8963";"51";"89426799";"";"";"";"";"KATLENFRAGA@GMAIL.COM";"";""
"41580789";"0001";"84";"1";"SCOOBYDOG";"08";"20220603";"01";"";"";"20210414";"5611203";"";"RUA";"DAS PEROBEIRAS";"430";"CASA;FUNDOS";"CHACARA SANTA MARIA";"05879470";"SP";"7107";"11";"45758573";"";"";"";"";"JEFFERSONSOARES13@OUTLOOK.COM.BR";"";""
"41580801";"0001";"50";"1";"ITALOCASTROBARBER";"02";"20210414";"00";"";"";"20210414";"9602501";"4929901";"RUA";"SAO FRANCISCO DE ASSIS";"1713";"CONJ DE PRIMEIRO ANDAR";"JATIUCA";"57035680";"AL";"2785";"82";"96021867";"";"";"";"";"ITALOTHOM10@GMAIL.COM";"";""
"41580813";"0001";"85";"1";"";"02";"20210414";"00";"";"";"20210414";"7490103";"";"RUA";"NOVA";"55";"";"CENTRO";"56565000";"PE";"0554";"87";"38401089";"";"";"";"";"";"";""
"41580824";"0001";"65";"1";"MARIANO TELECOMUNICACOES";"02";"20210414";"00";"";"";"20210414";"9512600";"4322303,4321500,4329102,3321000";"RUA";"ORLANDO DA COSTA";"50";"";"JARDIM NOVA POA";"08568100";"SP";"6897";"11";"96741972";"";"";"";"";"PETERRMARIANO@YAHOO.COM.BR";"";""
"41580833";"0001";"56";"1";"TEKAS CADEIRAS E UTILIDADES";"02";"20210414";"00";"";"";"20210414";"4755503";"4789099,4789001,4772500,4755501,4781400,4729699,4759801,4762800,4754702,4755502,4754701,4785799,4782201,4789005";"RUA";"MANOEL JORGE";"2531";"";"JARDIM BRASILIA";"79620322";"MS";"9165";"67";"98437825";"";"";"";"";"VLOPES140527@GMAIL.COM";"";""
"41580844";"0001";"36";"1";"SILVANO SILVANO";"02";"20210414";"00";"";"";"20210414";"5229099";"";"RUA";"DOS CIPRESTES";"1119";"CASA";"JARDIM IRENE";"09170530";"SP";"7057";"11";"97572690";"";"";"";"";"IRINEUSILVANOSILVANO@GMAIL.COM";"";""
"41580857";"0001";"05";"1";"RS.SANCHES";"08";"20211128";"01";"";"";"20210414";"7319002";"5819100,9602502";"RUA";"QUARENTA E SETE";"33";"QUADRA 36";"VINHAIS";"65074455";"MA";"0921";"98";"84142727";"";"";"";"";"RAYNNA.SANTOS@HOTMAIL.COM";"";""
"41580868";"0001";"95";"1";"JC LIFE INSURANCE";"02";"20210414";"00";"";"";"20210414";"6622300";"8219999,8599604";"RUA";"JOSE COVELO";"112";"";"JARDIM ALVARO BRITTO";"15404060";"SP";"6779";"11";"26729400";"";"";"";"";"NILSON@FERRARICONTABIL.COM.BR";"";""
"41580880";"0001";"08";"1";"ECONOMIC RETAILING";"08";"20220214";"01";"";"105";"20210414";"4789005";"4759899,4763601,4761003,4753900,4751201,4722901,4712100";"  AVENIDA";"JOAO XXIII";"2574";"";"VILA FORMOSA";"03361001";"SP";"7107";"5511";"51241132";"0000";"00000000";"";"";"FABINHO.LOZANO@YAHOO.COM.BR";"";""
"41580892";"0001";"24";"1";"";"02";"20210224";"00";"";"";"20210224";"9491000";"9430800,9493600,9499500";"RUA";"ALOISIO ALCANTARA";"28";"";"CENTRO";"42702160";"BA";"3685";"71";"99760080";"";"";"";"";"MANUELLJUNIORPRLN@GMAIL.COM";"";""
"31713468";"0001";"57";"1";"R.P LANCHES E BEBIDAS";"02";"20181008";"00";"";"";"20181008";"4723700";"5320202";"SERVIDAO";"DAS PRINCESAS";"120";"CASA;CASA;CASA;CASA";"VARGEM DO BOM JESUS";"88056606";"SC";"8105";"48";"84413583";"";"";"";"";"PATYFERREIRASANTANABOTELHO@GMAIL.COM";"";""
"41580912";"0001";"67";"1";"VIDICCI";"02";"20210414";"00";"";"";"20210414";"4781400";"";"RUA";"SIRLENE FERREIRA DE OLIVEIRA LIMA";"65";"CONJ PARQUE ESPERANCA";"PARQUE ESPERANCA";"12062360";"SP";"7183";"12";"82087677";"";"";"";"";"VICTORDC20@GMAIL.COM";"";""
"41580922";"0001";"00";"1";"COZINHAR E ARTE COMER FAZ PARTE";"02";"20210414";"00";"";"";"20210414";"5620104";"";"RUA";"ESPINELIO";"145";"CASA A";"MAOS DADAS";"35240000";"MG";"4367";"33";"91593820";"";"";"";"";"CTHIAGO96@GMAIL.COM";"";""
"41580933";"0001";"82";"1";"";"02";"20210414";"00";"";"";"20210414";"9511800";"";"SERVIDAO";"TRES MARIAS";"315";"BLOCO A;APT 301";"INGLESES DO RIO VERMELHO";"88058071";"SC";"8105";"48";"99915476";"";"";"";"";"YURIBOSNIC@GMAIL.COM";"";""
"41580947";"0001";"04";"1";"RAFAELA DE OLIVEIRA PINHEIRO";"02";"20210414";"00";"";"";"20210414";"4772500";"4785799";"AVENIDA";"DOUTOR AGENOR DE ALMEIDA LOYOLA";"1103";"";"BANCARIOS";"21911310";"RJ";"6001";"21";"30815717";"";"";"";"";"DAYSEPINHEIROBRANDAO@GMAIL.COM";"";""
"41580958";"0001";"86";"1";"ZIKOBARBEIROS";"02";"20210414";"00";"";"";"20210414";"9602501";"";"ALAMEDA";"DILERMANO REIS";"098";"CASA";"NOVA TATUI";"18278310";"SP";"7181";"11";"83059571";"";"";"";"";"JOSEFURTADO.NFE@GMAIL.COM";"";""
"41580969";"0001";"66";"1";"CATAVENTO";"02";"20210414";"00";"";"";"20210414";"4789099";"";"RUA";"IMPERATRIZ LEOPOLDINA";"702";"LOJA";"INDEPENDENCIA";"39404287";"MG";"4865";"31";"91522498";"";"";"";"";"ALINEBRAZ.BRAZ@GMAIL.COM";"";""
"41580981";"0001";"70";"1";"BIA SALGADOS E CIA";"02";"20210414";"00";"";"";"20210414";"5611201";"5611203,8230001";"RUA";"JOSE MANUEL MAXIMO";"230";"";"CAMPO GRANDE";"23073020";"RJ";"6001";"21";"88648120";"";"";"";"";"BIASALGADOS2020@GMAIL.COM";"";""
"41580991";"0001";"06";"1";"DESCOLADINHA";"02";"20210414";"00";"";"";"20210414";"4781400";"1412603,8219901,4789008,4783102,9529102,7420001";"RUA";"JOAO SERGIO DE ALMEIDA";"564";"LOJA 03";"BODOCONGO";"58430340";"PB";"1981";"83";"98275073";"";"";"";"";"DEBORAHSILVASLIMA@GMAIL.COM";"";""
"41581002";"0001";"07";"1";"CJO SONORIZACAO";"02";"20210414";"00";"";"";"20210414";"9001906";"7739003,8230001";"RUA";"SENADOR PINHEIRO MACHADO";"1595";"CASA;CASA;CASA;CASA";"SENAI";"96845850";"RS";"8839";"51";"37132677";"";"";"";"";"CLEITONVUSC99@GMAIL.COM";"";""
"41581012";"0001";"34";"1";"";"02";"20210414";"00";"";"";"20210414";"5320202";"5229099,4520001";"RUA";"CAMPOS DA PAZ";"173";"APT 101";"RIO COMPRIDO";"20250460";"RJ";"6001";"21";"30749402";"";"";"";"";"MATIASLOOPEZ94@GMAIL.COM";"";""
"41581022";"0001";"70";"1";"AGRO RILAR";"08";"20210416";"01";"";"";"20210414";"4789004";"";"RUA";"CAMILO CASTELO BRANCO";"225";"CONJ";"JARDIM PROGRESSO";"07860110";"SP";"6429";"11";"64809049";"";"";"";"";"RICARDO.LM89@GMAIL.COM";"";""
"41581032";"0001";"05";"1";"";"02";"20210414";"00";"";"";"20210414";"8712300";"";"RUA";"CONSELHEIRO GALVAO";"58";"SALA 403";"MADUREIRA";"21360000";"RJ";"6001";"21";"37712060";"";"";"";"";"NATHA.SANTOS@YAHOO.COM";"";""
"41581045";"0001";"84";"1";"ELIAS LUNARDI";"08";"20210429";"01";"";"";"20210414";"3321000";"";"RUA";"BERNARDINO VOLTOLINI";"31";"QUADRA 10;LOTE 16-A";"ALVORADA";"85415000";"PR";"7985";"45";"98605260";"";"";"";"";"ELIASLUNARDI55@GMAIL.COM";"";""
"41581056";"0001";"64";"1";"MARIA CATHARINE";"08";"20210914";"01";"";"";"20210414";"5812302";"5819100,5811500,5813100";"RUA";"CAJUEIRO";"22";"APT 101";"CAMPO DO GOVERNO";"44431330";"BA";"3873";"75";"91649758";"";"";"";"";"CATHARINETOURINHO@GMAIL.COM";"";""
"41581068";"0001";"99";"1";"SANTOS ESFIHARIA";"02";"20210414";"00";"";"";"20210414";"5611201";"5611203";"RUA";"DAS DALIAS";"388";"CONJ 2";"SAO DIMAS";"83411400";"PR";"7513";"41";"96624775";"";"";"";"";"BRENDASANTOS22072001@GMAIL.COM";"";""
"41581079";"0001";"79";"1";"DIVINO DOCE";"02";"20210414";"00";"";"";"20210414";"5620104";"4723700,1092900,4724500,4721102,1091102,1091101";"AVENIDA";"SEBASTIAO ALVES DE ALMEIDA";"545";"APT 201";"LAJINHA";"36906159";"MG";"4787";"33";"84397653";"";"";"";"";"LHCONSULTORIA.LH@GMAIL.COM";"";""
"41581089";"0001";"04";"1";"CAMILA BEM ESTAR";"02";"20210414";"00";"";"";"20210414";"4729699";"4763602";"RUA";"GUSTAVO SAMPAIO";"999";"APT 404";"PARQUELANDIA";"60455001";"CE";"1389";"85";"99416498";"";"";"";"";"MILLA.PNS@HOTMAIL.COM";"";""
"41581100";"0001";"36";"1";"";"02";"20210414";"00";"";"";"20210414";"7830200";"4321500,4322301,4929999,8129000,8130300";"RUA";"FOZO RACHID MALUF";"26";"LETRA A";"LOURDES";"38190000";"MG";"5137";"34";"84234688";"";"";"";"";"MI_AALMEIDA@HOTMAIL.COM";"";""
"41581111";"0001";"16";"1";"AIR SOLUCOES DIGITAIS";"02";"20210414";"00";"";"";"20210414";"7319002";"";"RUA";"OLINTO MAGALHAES";"926";"";"PADRE EUSTAQUIO";"30730500";"MG";"4123";"31";"89325248";"";"";"";"";"IVANPAULOS@YAHOO.COM.BR";"";""
"41581121";"0001";"51";"1";"CESTAS AMOR E ARTES";"02";"20210414";"00";"";"";"20210414";"4713002";"";"RUA";"METEORO";"26";"CONJ";"CHACARA DO SOLAR II (FAZENDINHA)";"06531080";"SP";"7047";"11";"30239673";"";"";"";"";"JENNIFERRUTH300@GMAIL.COM";"";""
"41581132";"0001";"31";"1";"BARBER SHOP";"02";"20210414";"00";"";"";"20210414";"9602501";"4781400,4785799,4782201";"RUA";"MANOEL DE ABREU";"444";"";"JARDIM PAULISTA";"07083160";"SP";"6477";"11";"60288699";"";"";"";"";"FTHAINA40@GMAIL.COM";"";""
"41581144";"0001";"66";"1";"MYAGUY HENRIQUE BORGES DA CRUZ";"08";"20220415";"01";"";"";"20210414";"4742300";"4321500,3313901,4757100";"RUA";"OSMAR TACITO DE LIMA";"1056";"CASA FUNDO";"JARDIM DAS OLIVEIRAS";"79630400";"MS";"9165";"67";"92212324";"";"";"";"";"MYAGUYHENRIQUE@GMAIL.COM";"";""
"41581154";"0001";"00";"1";"ALISSON PEREIRA";"08";"20211207";"01";"";"";"20210414";"0161003";"0161002";"RUA";"CRISTOVAO COLOMBO";"89";"CASA";"JUSCELINO KUBITSCHEK";"38607148";"MG";"4939";"38";"34081277";"";"";"";"";"THAIS@LINKBI.COM.BR";"";""
"41581167";"0001";"70";"1";"ADRIANO TENFEN";"02";"20210414";"00";"";"";"20210414";"5229099";"";"RUA";"MANOEL MONTAGNA";"162";"";"PROGRESSO";"89027775";"SC";"8047";"47";"91207938";"";"";"";"";"ADRIANO.MICAELA@HOTMAIL.COM.BR";"";""
